0.0,10.0
0.1,9.99657324976
0.2,9.98629534755
0.3,9.96917333733
0.4,9.94521895368
0.5,9.91444861374
0.6,9.87688340595
0.7,9.83254907564
0.8,9.78147600734
0.9,9.72369920398
1.0,9.65925826289
1.1,9.58819734868
1.2,9.51056516295
1.3,9.42641491092
1.4,9.33580426497
1.5,9.23879532511
1.6,9.13545457643
1.7,9.0258528435
1.8,8.91006524188
1.9,8.78817112662
2.0,8.66025403784
2.1,8.52640164354
2.2,8.38670567945
2.3,8.24126188622
2.4,8.09016994375
2.5,7.93353340291
2.6,7.77145961457
2.7,7.604059656
2.8,7.43144825477
2.9,7.25374371012
3.0,7.07106781187
3.1,6.88354575694
3.2,6.69130606359
3.3,6.4944804833
3.4,6.2932039105
3.5,6.08761429009
3.6,5.87785252292
3.7,5.66406236925
3.8,5.44639035015
3.9,5.22498564716
4.0,5.0
4.1,4.7715876026
4.2,4.5399049974
4.3,4.30511096808
4.4,4.06736643076
4.5,3.82683432365
4.6,3.58367949545
4.7,3.33806859234
4.8,3.09016994375
4.9,2.84015344704
5.0,2.58819045103
5.1,2.33445363856
5.2,2.07911690818
5.3,1.82235525492
5.4,1.5643446504
5.5,1.3052619222
5.6,1.04528463268
5.7,0.784590957278
5.8,0.523359562429
5.9,0.261769483079
6.0,6.12323399574e-16
6.1,-0.261769483079
6.2,-0.523359562429
6.3,-0.784590957278
6.4,-1.04528463268
6.5,-1.3052619222
6.6,-1.5643446504
6.7,-1.82235525492
6.8,-2.07911690818
6.9,-2.33445363856
7.0,-2.58819045103
7.1,-2.84015344704
7.2,-3.09016994375
7.3,-3.33806859234
7.4,-3.58367949545
7.5,-3.82683432365
7.6,-4.06736643076
7.7,-4.30511096808
7.8,-4.5399049974
7.9,-4.7715876026
8.0,-5.0
8.1,-5.22498564716
8.2,-5.44639035015
8.3,-5.66406236925
8.4,-5.87785252292
8.5,-6.08761429009
8.6,-6.2932039105
8.7,-6.4944804833
8.8,-6.69130606359
8.9,-6.88354575694
9.0,-7.07106781187
9.1,-7.25374371012
9.2,-7.43144825477
9.3,-7.604059656
9.4,-7.77145961457
9.5,-7.93353340291
9.6,-8.09016994375
9.7,-8.24126188622
9.8,-8.38670567945
9.9,-8.52640164354
10.0,-8.66025403784
10.1,-8.78817112662
10.2,-8.91006524188
10.3,-9.0258528435
10.4,-9.13545457643
10.5,-9.23879532511
10.6,-9.33580426497
10.7,-9.42641491092
10.8,-9.51056516295
10.9,-9.58819734868
11.0,-9.65925826289
11.1,-9.72369920398
11.2,-9.78147600734
11.3,-9.83254907564
11.4,-9.87688340595
11.5,-9.91444861374
11.6,-9.94521895368
11.7,-9.96917333733
11.8,-9.98629534755
11.9,-9.99657324976
12.0,-10.0
12.1,-9.99657324976
12.2,-9.98629534755
12.3,-9.96917333733
12.4,-9.94521895368
12.5,-9.91444861374
12.6,-9.87688340595
12.7,-9.83254907564
12.8,-9.78147600734
12.9,-9.72369920398
13.0,-9.65925826289
13.1,-9.58819734868
13.2,-9.51056516295
13.3,-9.42641491092
13.4,-9.33580426497
13.5,-9.23879532511
13.6,-9.13545457643
13.7,-9.0258528435
13.8,-8.91006524188
13.9,-8.78817112662
14.0,-8.66025403784
14.1,-8.52640164354
14.2,-8.38670567945
14.3,-8.24126188622
14.4,-8.09016994375
14.5,-7.93353340291
14.6,-7.77145961457
14.7,-7.604059656
14.8,-7.43144825477
14.9,-7.25374371012
15.0,-7.07106781187
15.1,-6.88354575694
15.2,-6.69130606359
15.3,-6.4944804833
15.4,-6.2932039105
15.5,-6.08761429009
15.6,-5.87785252292
15.7,-5.66406236925
15.8,-5.44639035015
15.9,-5.22498564716
16.0,-5.0
16.1,-4.7715876026
16.2,-4.5399049974
16.3,-4.30511096808
16.4,-4.06736643076
16.5,-3.82683432365
16.6,-3.58367949545
16.7,-3.33806859234
16.8,-3.09016994375
16.9,-2.84015344704
17.0,-2.58819045103
17.1,-2.33445363856
17.2,-2.07911690818
17.3,-1.82235525492
17.4,-1.5643446504
17.5,-1.3052619222
17.6,-1.04528463268
17.7,-0.784590957278
17.8,-0.523359562429
17.9,-0.261769483079
18.0,-1.83697019872e-15
18.1,0.261769483079
18.2,0.523359562429
18.3,0.784590957278
18.4,1.04528463268
18.5,1.3052619222
18.6,1.5643446504
18.7,1.82235525492
18.8,2.07911690818
18.9,2.33445363856
19.0,2.58819045103
19.1,2.84015344704
19.2,3.09016994375
19.3,3.33806859234
19.4,3.58367949545
19.5,3.82683432365
19.6,4.06736643076
19.7,4.30511096808
19.8,4.5399049974
19.9,4.7715876026
20.0,5.0
20.1,5.22498564716
20.2,5.44639035015
20.3,5.66406236925
20.4,5.87785252292
20.5,6.08761429009
20.6,6.2932039105
20.7,6.4944804833
20.8,6.69130606359
20.9,6.88354575694
21.0,7.07106781187
21.1,7.25374371012
21.2,7.43144825477
21.3,7.604059656
21.4,7.77145961457
21.5,7.93353340291
21.6,8.09016994375
21.7,8.24126188622
21.8,8.38670567945
21.9,8.52640164354
22.0,8.66025403784
22.1,8.78817112662
22.2,8.91006524188
22.3,9.0258528435
22.4,9.13545457643
22.5,9.23879532511
22.6,9.33580426497
22.7,9.42641491092
22.8,9.51056516295
22.9,9.58819734868
23.0,9.65925826289
23.1,9.72369920398
23.2,9.78147600734
23.3,9.83254907564
23.4,9.87688340595
23.5,9.91444861374
23.6,9.94521895368
23.7,9.96917333733
23.8,9.98629534755
23.9,9.99657324976
24.0,10.0
24.1,9.99657324976
24.2,9.98629534755
24.3,9.96917333733
24.4,9.94521895368
24.5,9.91444861374
24.6,9.87688340595
24.7,9.83254907564
24.8,9.78147600734
24.9,9.72369920398
25.0,9.65925826289
25.1,9.58819734868
25.2,9.51056516295
25.3,9.42641491092
25.4,9.33580426497
25.5,9.23879532511
25.6,9.13545457643
25.7,9.0258528435
25.8,8.91006524188
25.9,8.78817112662
26.0,8.66025403784
26.1,8.52640164354
26.2,8.38670567945
26.3,8.24126188622
26.4,8.09016994375
26.5,7.93353340291
26.6,7.77145961457
26.7,7.604059656
26.8,7.43144825477
26.9,7.25374371012
27.0,7.07106781187
27.1,6.88354575694
27.2,6.69130606359
27.3,6.4944804833
27.4,6.2932039105
27.5,6.08761429009
27.6,5.87785252292
27.7,5.66406236925
27.8,5.44639035015
27.9,5.22498564716
28.0,5.0
28.1,4.7715876026
28.2,4.5399049974
28.3,4.30511096808
28.4,4.06736643076
28.5,3.82683432365
28.6,3.58367949545
28.7,3.33806859234
28.8,3.09016994375
28.9,2.84015344704
29.0,2.58819045103
29.1,2.33445363856
29.2,2.07911690818
29.3,1.82235525492
29.4,1.5643446504
29.5,1.3052619222
29.6,1.04528463268
29.7,0.784590957278
29.8,0.523359562429
29.9,0.261769483079
30.0,1.19434011949e-14
30.1,-0.261769483079
30.2,-0.523359562429
30.3,-0.784590957278
30.4,-1.04528463268
30.5,-1.3052619222
30.6,-1.5643446504
30.7,-1.82235525492
30.8,-2.07911690818
30.9,-2.33445363856
31.0,-2.58819045103
31.1,-2.84015344704
31.2,-3.09016994375
31.3,-3.33806859234
31.4,-3.58367949545
31.5,-3.82683432365
31.6,-4.06736643076
31.7,-4.30511096808
31.8,-4.5399049974
31.9,-4.7715876026
32.0,-5.0
32.1,-5.22498564716
32.2,-5.44639035015
32.3,-5.66406236925
32.4,-5.87785252292
32.5,-6.08761429009
32.6,-6.2932039105
32.7,-6.4944804833
32.8,-6.69130606359
32.9,-6.88354575694
33.0,-7.07106781187
33.1,-7.25374371012
33.2,-7.43144825477
33.3,-7.604059656
33.4,-7.77145961457
33.5,-7.93353340291
33.6,-8.09016994375
33.7,-8.24126188622
33.8,-8.38670567945
33.9,-8.52640164354
34.0,-8.66025403784
34.1,-8.78817112662
34.2,-8.91006524188
34.3,-9.0258528435
34.4,-9.13545457643
34.5,-9.23879532511
34.6,-9.33580426497
34.7,-9.42641491092
34.8,-9.51056516295
34.9,-9.58819734868
35.0,-9.65925826289
35.1,-9.72369920398
35.2,-9.78147600734
35.3,-9.83254907564
35.4,-9.87688340595
35.5,-9.91444861374
35.6,-9.94521895368
35.7,-9.96917333733
35.8,-9.98629534755
35.9,-9.99657324976
36.0,-10.0
36.1,-9.99657324976
36.2,-9.98629534755
36.3,-9.96917333733
36.4,-9.94521895368
36.5,-9.91444861374
36.6,-9.87688340595
36.7,-9.83254907564
36.8,-9.78147600734
36.9,-9.72369920398
37.0,-9.65925826289
37.1,-9.58819734868
37.2,-9.51056516295
37.3,-9.42641491092
37.4,-9.33580426497
37.5,-9.23879532511
37.6,-9.13545457643
37.7,-9.0258528435
37.8,-8.91006524188
37.9,-8.78817112662
